repo_full_name,html_url,description,homepage,topics,archived,disabled,is_fork,license_spdx,language,stars,forks,watchers,open_issues,size_kb,created_at,updated_at,pushed_at,days_since_last_commit,days_since_last_update,risk_score,action,risk_flags,why,updated_at_run
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,"✅ Solutions to LeetCode by Go, 100% test coverage, runtime beats 100% / LeetCode 题解",https://books.halfrost.com/leetcode,"acm-icpc,algo,algorithm,algorithm-competitions,algorithms,algorithms-and-data-structures,dynamic-programming,facebook,go,golang,interview-questions,leetcode,leetcode-go,leetcode-golang,leetcode-solutions,math,pattern",0,0,0,MIT,Go,33810,5769,33810,23,19315,2017-07-18T00:06:14Z,2026-03-02T02:13:10Z,2024-12-11T05:55:51Z,445,0,45,OK,NO_COMMIT_365D,"No commits for 445 days; 23 open issues, 33810★",2026-03-02T04:49:18.021536+00:00
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,Let us control diffusion models!,,,0,0,0,Apache-2.0,Python,33670,3000,33670,459,125281,2023-02-01T02:43:30Z,2026-03-01T12:11:48Z,2024-02-25T09:49:39Z,735,0,45,OK,NO_COMMIT_365D,"No commits for 735 days; 459 open issues, 33670★",2026-03-02T04:49:16.792816+00:00
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,AI chat for any model.,https://JoinTakeoff.com,,0,0,0,MIT,TypeScript,33052,9466,33052,235,3644,2023-03-11T14:53:14Z,2026-03-01T20:59:56Z,2024-08-03T00:38:07Z,576,0,45,OK,NO_COMMIT_365D,"No commits for 576 days; 235 open issues, 33052★",2026-03-02T04:49:17.653899+00:00
yunjey/pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,PyTorch Tutorial for Deep Learning Researchers,,"deep-learning,neural-networks,pytorch,pytorch-tutorial",0,0,0,MIT,Python,32202,8274,32202,88,13110,2017-03-10T07:41:47Z,2026-03-02T02:12:17Z,2023-08-15T10:17:50Z,929,0,45,OK,NO_COMMIT_365D,"No commits for 929 days; 88 open issues, 32202★",2026-03-02T04:49:16.793430+00:00
niklasvh/html2canvas,https://github.com/niklasvh/html2canvas,Screenshots with JavaScript,https://html2canvas.hertzen.com/,"dom,javascript,screenshot",0,0,0,MIT,TypeScript,31800,4885,31800,1046,117300,2011-07-16T01:05:58Z,2026-03-02T00:50:06Z,2024-07-18T07:26:56Z,591,0,45,OK,NO_COMMIT_365D,"No commits for 591 days; 1046 open issues, 31800★",2026-03-02T04:49:17.654450+00:00
ReactiveX/rxjs,https://github.com/ReactiveX/rxjs,A reactive programming library for JavaScript,https://rxjs.dev,"javascript,rxjs",0,0,0,Apache-2.0,TypeScript,31649,3003,31649,292,49357,2015-03-15T06:17:10Z,2026-02-28T03:18:31Z,2025-02-23T20:54:32Z,371,2,45,OK,NO_COMMIT_365D,"No commits for 371 days; 292 open issues, 31649★",2026-03-02T04:49:17.654497+00:00
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,,"data-mining,data-science,deep-learning,deep-reinforcement-learning,genetic-algorithm,machine-learning,machine-learning-from-scratch",0,0,0,MIT,Python,30920,5196,30920,71,553,2017-02-05T12:11:23Z,2026-03-02T03:31:30Z,2023-10-15T06:05:06Z,868,0,45,OK,NO_COMMIT_365D,"No commits for 868 days; 71 open issues, 30920★",2026-03-02T04:49:16.794217+00:00
s0md3v/roop,https://github.com/s0md3v/roop,one-click face swap,,"ai,face-swap",0,0,0,GPL-3.0,Python,30543,6903,30543,5,99770,2023-05-28T14:37:54Z,2026-03-02T01:45:13Z,2024-08-19T12:57:17Z,559,0,45,OK,NO_COMMIT_365D,"No commits for 559 days; 5 open issues, 30543★",2026-03-02T04:49:16.794319+00:00
VincentGarreau/particles.js,https://github.com/VincentGarreau/particles.js,A lightweight JavaScript library for creating particles,https://vincentgarreau.com/particles.js/,,0,0,0,MIT,JavaScript,30345,4843,30345,366,158,2014-09-06T14:29:47Z,2026-03-01T21:53:03Z,2024-03-28T03:21:07Z,704,0,45,OK,NO_COMMIT_365D,"No commits for 704 days; 366 open issues, 30345★",2026-03-02T04:49:17.160973+00:00
tatsu-lab/stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca,"Code and documentation to train Stanford's Alpaca models, and generate the data.",https://crfm.stanford.edu/2023/03/13/alpaca.html,"deep-learning,instruction-following,language-model",0,0,0,Apache-2.0,Python,30271,4009,30271,189,8654,2023-03-10T23:33:09Z,2026-03-02T04:29:27Z,2024-07-17T09:43:05Z,592,0,45,OK,NO_COMMIT_365D,"No commits for 592 days; 189 open issues, 30271★",2026-03-02T04:49:16.794451+00:00
react-boilerplate/react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,"🔥 A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices.",https://www.reactboilerplate.com,"i18n,immer,offline-first,react,react-boilerplate,redux,redux-saga,scaffolding,styled-components,webpack4",0,0,0,MIT,JavaScript,29544,6060,29544,130,8943,2015-02-18T14:36:32Z,2026-03-01T10:52:04Z,2023-03-23T21:35:09Z,1074,0,45,OK,NO_COMMIT_365D,"No commits for 1074 days; 130 open issues, 29544★",2026-03-02T04:49:17.161418+00:00
elsewhencode/project-guidelines,https://github.com/elsewhencode/project-guidelines,A set of best practices for JavaScript projects,,"best-practices,guidelines,how-to,javascript,javascript-best-practices,maintainability",0,0,0,MIT,JavaScript,29518,3184,29518,16,507,2017-06-30T10:17:55Z,2026-03-01T15:46:54Z,2024-12-09T07:59:04Z,447,0,45,OK,NO_COMMIT_365D,"No commits for 447 days; 16 open issues, 29518★",2026-03-02T04:49:17.161483+00:00
viatsko/awesome-vscode,https://github.com/viatsko/awesome-vscode,🎨 A curated list of delightful VS Code packages and resources.,https://viatsko.github.io/awesome-vscode/,"awesome,awesome-list,list,visual-studio,visual-studio-code,visual-studio-code-extension,visual-studio-code-theme,visualstudio,vscode,vscode-extension,vscode-theme",0,0,0,CC0-1.0,JavaScript,28554,1360,28554,79,10521,2016-02-07T23:02:45Z,2026-03-01T22:52:34Z,2024-06-21T09:46:41Z,618,0,45,OK,NO_COMMIT_365D,"No commits for 618 days; 79 open issues, 28554★",2026-03-02T04:49:17.161854+00:00
jamiebuilds/the-super-tiny-compiler,https://github.com/jamiebuilds/the-super-tiny-compiler,:snowman: Possibly the smallest compiler ever,,,0,0,0,CC-BY-4.0,JavaScript,28475,2880,28475,17,41,2016-03-11T04:19:18Z,2026-03-02T01:05:21Z,2024-02-19T12:33:21Z,741,0,45,OK,NO_COMMIT_365D,"No commits for 741 days; 17 open issues, 28475★",2026-03-02T04:49:17.161901+00:00
vuejs/vuex,https://github.com/vuejs/vuex,🗃️ Centralized State Management for Vue.js.,https://vuex.vuejs.org,"javascript,state-management,time-travel,vue,vuex",0,0,0,MIT,JavaScript,28399,9523,28399,143,16581,2015-07-16T04:21:26Z,2026-03-01T09:55:34Z,2024-09-25T13:26:41Z,522,0,45,OK,NO_COMMIT_365D,"No commits for 522 days; 143 open issues, 28399★",2026-03-02T04:49:17.161947+00:00
digitalocean/nginxconfig.io,https://github.com/digitalocean/nginxconfig.io,⚙️ NGINX config generator on steroids 💉,https://do.co/nginxconfig,"cdn,digitalocean,digitalocean-community-tools,drupal,gzip,hacktoberfest,hsts,http2,https,letsencrypt,nginx,nginx-configs,nginx-configuration,php-fpm,rate-limiting,security,security-headers,ssl,ssl-certificate,wordpress",0,0,0,MIT,JavaScript,28348,2072,28348,69,9520,2018-01-05T14:21:14Z,2026-03-02T03:17:49Z,2024-12-14T10:56:21Z,442,0,45,OK,NO_COMMIT_365D,"No commits for 442 days; 69 open issues, 28348★",2026-03-02T04:49:17.161998+00:00
michalsnik/aos,https://github.com/michalsnik/aos,Animate on scroll library,,,0,0,0,MIT,JavaScript,28051,2642,28051,371,1465,2015-07-09T17:49:00Z,2026-03-02T01:37:27Z,2024-03-26T15:58:43Z,705,0,45,OK,NO_COMMIT_365D,"No commits for 705 days; 371 open issues, 28051★",2026-03-02T04:49:17.162133+00:00
tmrts/go-patterns,https://github.com/tmrts/go-patterns,"Curated list of Go design patterns, recipes and idioms",http://tmrts.com/go-patterns,"awesome,design-patterns,design-patterns-for-humans,go,golang,idioms,patterns",0,0,0,Apache-2.0,Go,27766,2340,27766,65,927,2015-12-14T22:05:06Z,2026-03-02T02:16:41Z,2024-05-14T01:07:28Z,657,0,45,OK,NO_COMMIT_365D,"No commits for 657 days; 65 open issues, 27766★",2026-03-02T04:49:18.023230+00:00
go-kit/kit,https://github.com/go-kit/kit,A standard library for microservices.,https://gokit.io,"go,golang,metallica,microservices",0,0,0,MIT,Go,27581,2451,27581,56,7390,2015-02-03T00:01:19Z,2026-03-02T04:19:30Z,2024-07-19T01:40:06Z,591,0,45,OK,NO_COMMIT_365D,"No commits for 591 days; 56 open issues, 27581★",2026-03-02T04:49:18.023374+00:00
bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized,React components for efficiently rendering large lists and tabular data,http://bvaughn.github.io/react-virtualized/,"grid,list,listview,performance,react,react-components,tabular-data,virtualization,windowing",0,0,0,MIT,JavaScript,27079,3048,27079,1,48767,2015-11-03T00:48:07Z,2026-03-01T18:25:21Z,2025-01-20T21:42:24Z,405,0,45,OK,NO_COMMIT_365D,"No commits for 405 days; 1 open issues, 27079★",2026-03-02T04:49:17.162809+00:00
rstacruz/nprogress,https://github.com/rstacruz/nprogress,"For slim progress bars like on YouTube, Medium, etc",http://ricostacruz.com/nprogress,,0,0,0,MIT,JavaScript,26433,1795,26433,134,722,2013-08-20T13:58:02Z,2026-03-01T05:13:37Z,2022-06-04T00:38:39Z,1367,0,45,OK,NO_COMMIT_365D,"No commits for 1367 days; 134 open issues, 26433★",2026-03-02T04:49:17.162936+00:00
JakeChampion/fetch,https://github.com/JakeChampion/fetch,A window.fetch JavaScript polyfill.,,"fetch,javascript,polyfill,promise",0,0,0,MIT,JavaScript,26110,2833,26110,21,581,2014-10-13T00:26:19Z,2026-03-01T01:18:25Z,2024-07-15T00:26:39Z,595,1,45,OK,NO_COMMIT_365D,"No commits for 595 days; 21 open issues, 26110★",2026-03-02T04:49:17.163188+00:00
select2/select2,https://github.com/select2/select2,"Select2 is a jQuery based replacement for select boxes. It supports searching, remote data sets, and infinite scrolling of results.",https://select2.org/,"hacktoberfest,javascript,jquery,select2",0,0,0,MIT,JavaScript,25970,6200,25970,171,14127,2012-03-04T18:43:12Z,2026-03-01T00:54:45Z,2024-09-11T14:53:51Z,536,1,45,OK,NO_COMMIT_365D,"No commits for 536 days; 171 open issues, 25970★",2026-03-02T04:49:17.163231+00:00
akveo/ngx-admin,https://github.com/akveo/ngx-admin,Customizable admin dashboard template based on Angular 10+,https://akveo.github.io/ngx-admin/,"admin,admin-dashboard,admin-template,admin-ui,angular-dashboard-template,angular10,angular2,angular9,bootstrap4,dashboard,framework,material-theme,ng2,ng2-admin,ngx-admin,responsive,sass,theme,typescript,webpack",0,0,0,MIT,TypeScript,25890,7956,25890,487,69011,2016-05-25T10:09:03Z,2026-02-27T19:04:06Z,2024-09-25T10:12:17Z,522,2,45,OK,NO_COMMIT_365D,"No commits for 522 days; 487 open issues, 25890★",2026-03-02T04:49:17.778279+00:00
localForage/localForage,https://github.com/localForage/localForage,"💾 Offline storage, improved. Wraps IndexedDB, WebSQL, or localStorage using a simple but powerful API.",https://localforage.github.io/localForage,"indexeddb,javascript,localforage,localstorage,offline,storage,websql",0,0,0,Apache-2.0,JavaScript,25768,1297,25768,249,4858,2013-10-31T00:10:06Z,2026-03-02T03:08:17Z,2024-07-30T20:27:14Z,579,0,45,OK,NO_COMMIT_365D,"No commits for 579 days; 249 open issues, 25768★",2026-03-02T04:49:17.283618+00:00
request/request,https://github.com/request/request,🏊🏾 Simplified HTTP request client.,,,0,0,0,Apache-2.0,JavaScript,25604,3167,25604,141,2290,2011-01-23T01:25:14Z,2026-03-01T20:01:17Z,2024-08-14T00:09:41Z,565,0,45,OK,NO_COMMIT_365D,"No commits for 565 days; 141 open issues, 25604★",2026-03-02T04:49:17.283861+00:00
goldbergyoni/javascript-testing-best-practices,https://github.com/goldbergyoni/javascript-testing-best-practices,📗🌐 🚢 Comprehensive and exhaustive JavaScript & Node.js testing best practices (August 2025),https://testjavascript.com/,"angular,chai,ci,cicd,contract-testing,e2e,e2e-tests,express,integration-testing,javascript,jest,mocha,mutation,mutation-testing,nodejs,react,test,testing,unittest",0,0,0,MIT,JavaScript,24593,2100,24593,71,10417,2019-07-04T11:08:12Z,2026-03-01T04:43:51Z,2024-06-27T07:25:17Z,612,1,45,OK,NO_COMMIT_365D,"No commits for 612 days; 71 open issues, 24593★",2026-03-02T04:49:17.284572+00:00
ogham/exa,https://github.com/ogham/exa,A modern replacement for ‘ls’.,https://the.exa.website/,"command-line,files,ls,rust",0,0,0,MIT,Rust,24431,657,24431,214,3747,2014-05-22T12:45:16Z,2026-03-02T03:37:05Z,2024-09-24T15:18:09Z,523,0,45,OK,NO_COMMIT_365D,"No commits for 523 days; 214 open issues, 24431★",2026-03-02T04:49:18.514017+00:00
jaredhanson/passport,https://github.com/jaredhanson/passport,"Simple, unobtrusive authentication for Node.js.",https://www.passportjs.org?utm_source=github&utm_medium=referral&utm_campaign=passport&utm_content=about,"express,nodejs,oauth,oauth2,openid,openid-connect,passport,saml",0,0,0,MIT,JavaScript,23524,1246,23524,393,847,2011-10-08T22:38:32Z,2026-02-27T10:32:03Z,2024-08-16T21:56:14Z,562,2,45,OK,NO_COMMIT_365D,"No commits for 562 days; 393 open issues, 23524★",2026-03-02T04:49:17.285215+00:00
bilibili/flv.js,https://github.com/bilibili/flv.js,HTML5 FLV Player,,,0,0,0,Apache-2.0,JavaScript,23260,3362,23260,449,1672,2016-05-12T08:34:31Z,2026-02-27T22:13:25Z,2024-07-07T07:28:53Z,602,2,45,OK,NO_COMMIT_365D,"No commits for 602 days; 449 open issues, 23260★",2026-03-02T04:49:17.285486+00:00
ovity/octotree,https://github.com/ovity/octotree,GitHub on steroids,https://www.octotree.io/,"browser-extension,chrome,code-files,code-review,edge,firefox,github,opera,pull-request-review,safari",0,0,0,AGPL-3.0,JavaScript,23152,1791,23152,32,82917,2014-05-09T18:15:20Z,2026-03-01T21:54:36Z,2024-06-06T17:52:26Z,633,0,45,OK,NO_COMMIT_365D,"No commits for 633 days; 32 open issues, 23152★",2026-03-02T04:49:17.285590+00:00
mislav/hub,https://github.com/mislav/hub,A command-line tool that makes git easier to use with GitHub.,https://hub.github.com/,"git,github-api,go,homebrew,pull-request",0,0,0,MIT,Go,22948,2210,22948,295,7336,2009-12-05T22:15:25Z,2026-03-01T12:09:31Z,2024-02-02T21:00:44Z,758,0,45,OK,NO_COMMIT_365D,"No commits for 758 days; 295 open issues, 22948★",2026-03-02T04:49:18.145628+00:00
vuejs/vuepress,https://github.com/vuejs/vuepress,📝 Minimalistic Vue-powered static site generator,https://vuepress.vuejs.org,"blog-engine,docs-generator,seo,static-site-generator,vue,vuepress",0,0,0,MIT,JavaScript,22814,4674,22814,607,14613,2018-04-05T16:58:38Z,2026-03-01T03:07:59Z,2024-08-07T10:06:47Z,571,1,45,OK,NO_COMMIT_365D,"No commits for 571 days; 607 open issues, 22814★",2026-03-02T04:49:17.285970+00:00
benweet/stackedit,https://github.com/benweet/stackedit,In-browser Markdown editor,https://stackedit.io/,"blogger,couchdb,dropbox,editor,gist,github,gitlab,google-drive,javascript,markdown,offline,stackedit,wordpress,zendesk",0,0,0,Apache-2.0,JavaScript,22811,2807,22811,728,37527,2013-03-24T13:46:06Z,2026-03-01T12:09:12Z,2023-07-04T16:12:06Z,971,0,45,OK,NO_COMMIT_365D,"No commits for 971 days; 728 open issues, 22811★",2026-03-02T04:49:17.286013+00:00
gorilla/mux,https://github.com/gorilla/mux,Package gorilla/mux is a powerful HTTP router and URL matcher for building Go web servers with 🦍,https://gorilla.github.io,"go,golang,gorilla,gorilla-web-toolkit,http,middleware,mux,router",0,0,0,BSD-3-Clause,Go,21889,1878,21889,35,543,2012-10-02T21:32:24Z,2026-03-01T21:10:05Z,2024-08-15T03:10:55Z,564,0,45,OK,NO_COMMIT_365D,"No commits for 564 days; 35 open issues, 21889★",2026-03-02T04:49:18.145969+00:00
xi-editor/xi-editor,https://github.com/xi-editor/xi-editor,A modern editor with a backend written in Rust.,https://xi-editor.io,,0,0,0,Apache-2.0,Rust,19845,706,19845,154,9704,2016-04-26T23:03:23Z,2026-03-01T18:46:16Z,2024-03-19T00:11:37Z,713,0,45,OK,NO_COMMIT_365D,"No commits for 713 days; 154 open issues, 19845★",2026-03-02T04:49:18.515071+00:00
ahmetb/kubectx,https://github.com/ahmetb/kubectx,Faster way to switch between clusters and namespaces in kubectl,https://kubectx.dev,"kubectl,kubectl-plugins,kubernetes,kubernetes-clusters",0,0,0,Apache-2.0,Go,19493,1355,19493,75,880,2017-03-30T18:06:53Z,2026-03-02T00:04:28Z,2025-01-22T17:07:57Z,403,0,45,OK,NO_COMMIT_365D,"No commits for 403 days; 75 open issues, 19493★",2026-03-02T04:49:18.267563+00:00
yudai/gotty,https://github.com/yudai/gotty,Share your terminal as a web application,,"browser,go,javascript,terminal,tty,typescript,web,websocket",0,0,0,MIT,Go,19414,1410,19414,160,6932,2015-08-16T09:48:33Z,2026-03-01T03:40:10Z,2024-08-01T18:50:55Z,577,1,45,OK,NO_COMMIT_365D,"No commits for 577 days; 160 open issues, 19414★",2026-03-02T04:49:18.267670+00:00
Rigellute/spotify-tui,https://github.com/Rigellute/spotify-tui,Spotify for the terminal written in Rust 🚀,,"cli,rust,spotify,spotify-api,spotify-tui,terminal,terminal-based",0,0,0,MIT,Rust,19036,576,19036,306,2403,2019-08-16T19:31:53Z,2026-03-02T02:56:28Z,2024-04-04T15:03:12Z,696,0,45,OK,NO_COMMIT_365D,"No commits for 696 days; 306 open issues, 19036★",2026-03-02T04:49:18.635631+00:00
0x192/universal-android-debloater,https://github.com/0x192/universal-android-debloater,"Cross-platform GUI written in Rust using ADB to debloat non-rooted android devices. Improve your privacy, the security and battery life of your device.",,"adb,android,debloat,privacy",0,0,0,GPL-3.0,Rust,18892,989,18892,586,9300,2021-10-07T12:08:51Z,2026-03-02T04:35:26Z,2024-08-02T16:16:12Z,576,0,45,OK,NO_COMMIT_365D,"No commits for 576 days; 586 open issues, 18892★",2026-03-02T04:49:18.635790+00:00
matryer/xbar,https://github.com/matryer/xbar,Put the output from any script or program into your macOS Menu Bar (the BitBar reboot),https://xbarapp.com,"bitbar,mac,macos-menu,macosx,menubar,scripting,xbar",0,0,0,MIT,Go,18016,648,18016,185,64884,2013-11-13T21:00:12Z,2026-03-01T21:33:01Z,2024-09-10T10:18:51Z,537,0,45,OK,NO_COMMIT_365D,"No commits for 537 days; 185 open issues, 18016★",2026-03-02T04:49:18.268443+00:00
joewalnes/websocketd,https://github.com/joewalnes/websocketd,"Turn any program that uses STDIN/STDOUT into a WebSocket server. Like inetd, but for WebSockets. ",http://websocketd.com/,"proxy,websocket-server,websockets",0,0,0,BSD-2-Clause,Go,17662,1015,17662,58,1073,2013-02-14T14:52:55Z,2026-02-26T11:23:21Z,2024-06-10T21:38:01Z,629,3,45,OK,NO_COMMIT_365D,"No commits for 629 days; 58 open issues, 17662★",2026-03-02T04:49:18.268675+00:00
ginuerzh/gost,https://github.com/ginuerzh/gost,GO Simple Tunnel - a simple tunnel written in golang,,"dns,go,golang,http2,kcp,obfs4,quic,shadowsocks,sni,socks5,ssh,tls,tunnel,tuntap,udp",0,0,0,MIT,Go,17639,2635,17639,290,22801,2015-03-20T09:45:08Z,2026-03-02T04:49:07Z,2024-12-31T13:08:51Z,425,0,45,OK,NO_COMMIT_365D,"No commits for 425 days; 290 open issues, 17639★",2026-03-02T04:49:18.268723+00:00
